"Compl Term","Acad Plan","Descr","Plan Type","Survey ID"
"1151","BA_INT_GLB","International & Global Studies","MAJ","789353422"
"1151","MN_EA_ASIA","East Asian Studies","MIN","789353422"
"1151","MN_POLITIC","Politics","MIN","789353422"
"1121","BA_POLITIC","Politics","MAJ","789695230"
"1121","DM_ECONOMS","Economics","MAJ","789695230"
"1121","DM_PHILOSP","Philosophy","MAJ","789695230"
"1091","BA_ECONOMS","Economics","MAJ","789753175"
"1091","MN_BUSINES","Business","MIN","789753175"
"1102","BA_ECONOMS","Economics","MAJ","790189592"
"1081","BS_COMPSCI","Computer Science","MAJ","790315296"
"1081","DM_MATHEMT","Mathematics","MAJ","790315296"
"1121","BA_ENGLISH","English","MAJ","790356513"
"1121","DM_HISTORY","History","MAJ","790356513"
"1121","MN_CLAS_ST","Classical Studies","MIN","790356513"
"1121","MN_MED_REN","Medieval & Renaissance Studies","MIN","790356513"
"1142","BA_THEATER","Theater Arts","MAJ","790442908"
"1123","BA_PSYCHOL","Psychology","MAJ","790539114"
"1123","MN_BUSINES","Business","MIN","790539114"
"1101","BA_ENGLISH","English","MAJ","790607215"
"1101","MN_LEGAL","Legal Studies","MIN","790607215"
"1131","BS_HSSP","Health: Science, Society & Pol","MAJ","790770288"
"1131","DM_ANTHROP","Anthropology","MAJ","790770288"
"1141","BA_POLITIC","Politics","MAJ","790997316"
"1141","DM_SOCIOLO","Sociology","MAJ","790997316"
"1101","BS_BIOLOGY","Biology","MAJ","791154123"
"1101","DM_PHILOSP","Philosophy","MAJ","791154123"
"1141","BS_NEURSCI","Neuroscience","MAJ","791349836"
"1141","DM_BIOLOGY","Biology","MAJ","791349836"
"1141","DM_HISP","Hispanic Studies","MAJ","791349836"
"1133","BA_ECONOMS","Economics","MAJ","791360851"
"1121","BA_COMPSCI","Computer Science","MAJ","791498992"
"1121","MN_HISTORY","History","MIN","791498992"
"1081","BS_BIOLOGY","Biology","MAJ","791788971"
"1081","BA_ECONOMS","Economics","MAJ","791859332"
"1081","MN_BUSINES","Business","MIN","791859332"
"1081","MN_HISP","Hispanic Studies","MIN","791859332"
"1141","BA_POLITIC","Politics","MAJ","791918760"
"1141","DM_BUSINES","Business","MAJ","791918760"
"1121","BS_BIOLOGY","Biology","MAJ","792696388"
"1121","DM_BIOCHEM","Biochemistry","MAJ","792696388"
"1121","MN_THE_ART","Theater Arts","MIN","792696388"
"1141","BA_BUSINES","Business","MAJ","792782021"
"1141","MN_ECONOMC","Economics","MIN","792782021"
"1141","MN_PHILOSO","Philosophy","MIN","792782021"
"1091","BS_HSSP","Health: Science, Society & Pol","MAJ","792787604"
"1121","BA_ANTHROP","Anthropology","MAJ","792933278"
"1121","DM_AF_AFAM","African/Afro-American Studies","MAJ","792933278"
"1121","DM_SOCIOLO","Sociology","MAJ","792933278"
"1081","BA_SOCIOLO","Sociology","MAJ","793176182"
"1081","DM_AMER_ST","American Studies","MAJ","793176182"
"1081","MN_LEGAL","Legal Studies","MIN","793176182"
"1111","BA_ISLAMIC","Islamic & Middle Eastern Stds","MAJ","793191798"
"1111","MN_LEGAL","Legal Studies","MIN","793191798"
"1081","BA_ANTHROP","Anthropology","MAJ","793249377"
"1081","MN_ENGL_AM","English","MIN","793249377"
"1131","BA_CLASSIC","Classical Studies","MAJ","793317116"
"1123","BA_FILM_ST","Film/Television/InteractvMedia","MAJ","793423430"
"1123","MN_JOURNAL","Journalism","MIN","793423430"
"1123","MN_THE_ART","Theater Arts","MIN","793423430"
"1121","BA_SOCIOLO","Sociology","MAJ","793457948"
"1121","DM_ART_HST","Art History","MAJ","793457948"
"1151","BA_PSYCHOL","Psychology","MAJ","793536853"
"1151","DM_BUSINES","Business","MAJ","793536853"
"1151","MN_JOURNAL","Journalism","MIN","793536853"
"1091","BA_HISTORY","History","MAJ","793680016"
"1091","MN_ENGL_AM","English","MIN","793680016"
"1091","MN_FILM_ST","Film/Television/InteractvMedia","MIN","793680016"
"1101","BA_PSYCHOL","Psychology","MAJ","793846815"
"1101","MN_HISTORY","History","MIN","793846815"
"1131","BA_ENVIRON","Environmental Studies","MAJ","793896753"
"1131","DM_ECONOMS","Economics","MAJ","793896753"
"1151","BA_ENGLISH","English","MAJ","794038564"
"1151","DM_INT_GLB","International & Global Studies","MAJ","794038564"
"1121","BA_PSYCHOL","Psychology","MAJ","794178919"
"1121","DM_HISP","Hispanic Studies","MAJ","794178919"
"1131","BS_BIOLOGY","Biology","MAJ","794325011"
"1131","MN_POLITIC","Politics","MIN","794325011"
"1081","BA_MUSIC","Music","MAJ","794363092"
"1081","DM_NEAR_JU","Near Eastern & Judaic Studies","MAJ","794363092"
"1141","BA_PSYCHOL","Psychology","MAJ","794395076"
"1141","MN_BUSINES","Business","MIN","794395076"
"1103","BA_HISTORY","History","MAJ","794414827"
"1091","BA_PSYCHOL","Psychology","MAJ","794420793"
"1091","DM_STU_ART","Studio Art","MAJ","794420793"
"1151","BA_ECONOMS","Economics","MAJ","794631943"
"1151","DM_BUSINES","Business","MAJ","794631943"
"1111","BS_BIOCHEM","Biochemistry","MAJ","794646665"
"1111","MS_BIOC_C","BS/MS Biochemistry Program","MAJ","794646665"
"1111","BA_ENGLISH","English","MAJ","794650021"
"1111","DM_HISTORY","History","MAJ","794650021"
"1111","MN_MED_REN","Medieval & Renaissance Studies","MIN","794650021"
"1081","BA_HISTORY","History","MAJ","794684262"
"1081","DM_CLASSIC","Classical Studies","MAJ","794684262"
"1081","MN_POLITIC","Politics","MIN","794684262"
"1081","BA_SOCIOLO","Sociology","MAJ","795137160"
"1081","MN_INTERNT","Internet Studies","MIN","795137160"
"1093","BA_INT_GLB","International & Global Studies","MAJ","795153536"
"1093","MN_BUSINES","Business","MIN","795153536"
"1093","MN_ECONOMC","Economics","MIN","795153536"
"1131","BA_HSSP","Health: Science, Society & Pol","MAJ","795311227"
"1131","DM_ANTHROP","Anthropology","MAJ","795311227"
"1131","MN_BUSINES","Business","MIN","795311227"
"1111","BA_INT_GLB","International & Global Studies","MAJ","795818895"
"1111","MN_HISP","Hispanic Studies","MIN","795818895"
"1111","MN_LEGAL","Legal Studies","MIN","795818895"
"1111","BS_BIOLOGY","Biology","MAJ","796036022"
"1111","DM_PSYCHOL","Psychology","MAJ","796036022"
"1111","MN_CHEMIST","Chemistry","MIN","796036022"
"1121","BA_NEURSCI","Neuroscience","MAJ","796095690"
"1121","MN_NE_JUDA","Near Eastern & Judaic Studies","MIN","796095690"
"1102","BA_HSSP","Health: Science, Society & Pol","MAJ","796171537"
"1081","BS_BIOLOGY","Biology","MAJ","796197026"
"1081","MN_ENVIRON","Environmental Studies","MIN","796197026"
"1101","BA_ECONOMS","Economics","MAJ","796221932"
"1111","BA_ECONOMS","Economics","MAJ","796227525"
"1111","DM_MATHEMT","Mathematics","MAJ","796227525"
"1111","MN_INT_GLB","International & Global Studies","MIN","796227525"
"1123","BA_MATHEMT","Mathematics","MAJ","796682448"
"1121","BA_AMER_ST","American Studies","MAJ","797063256"
"1121","MN_LEGAL","Legal Studies","MIN","797063256"
"1091","BA_THEATER","Theater Arts","MAJ","797093379"
"1091","DM_CRE_WRT","Creative Writing","MAJ","797093379"
"1121","BA_POLITIC","Politics","MAJ","797291862"
"1121","DM_MUSIC","Music","MAJ","797291862"
"1121","MN_ECONOMC","Economics","MIN","797291862"
"1121","MN_SOJ_SOP","Social Justice & Social Policy","MIN","797291862"
"1121","BA_ART_HST","Art History","MAJ","797364580"
"1121","DM_BUSINES","Business","MAJ","797364580"
"1111","BA_ECONOMS","Economics","MAJ","797582963"
"1111","DM_BUSINES","Business","MAJ","797582963"
"1111","MN_POLITIC","Politics","MIN","797582963"
"1141","BA_ENGLISH","English","MAJ","798023606"
"1141","DM_HISTORY","History","MAJ","798023606"
"1111","BA_EA_ASIA","East Asian Studies","MAJ","798090908"
"1111","DM_CRE_WRT","Creative Writing","MAJ","798090908"
"1091","BA_ECONOMS","Economics","MAJ","798602026"
"1091","DM_INT_GLB","International & Global Studies","MAJ","798602026"
"1091","MN_BUSINES","Business","MIN","798602026"
"1101","BA_EA_ASIA","East Asian Studies","MAJ","798724708"
"1101","MN_ANTHROP","Anthropology","MIN","798724708"
"1101","MN_ART_HST","Art History","MIN","798724708"
"1091","BA_SOCIOLO","Sociology","MAJ","799394933"
"1091","MN_THE_ART","Theater Arts","MIN","799394933"
"1101","BS_BIOLOGY","Biology","MAJ","799505088"
"1101","MN_HSSP","Health: Science, Society & Pol","MIN","799505088"
"1091","BA_INT_GLB","International & Global Studies","MAJ","799527607"
"1091","DM_SP_LNLT","Spanish Language & Literature","MAJ","799527607"
"1091","MN_ECONOMC","Economics","MIN","799527607"
"1081","BA_INT_GLB","International & Global Studies","MAJ","799586207"
"1081","DM_POLITIC","Politics","MAJ","799586207"
"1081","BA_PHILOSP","Philosophy","MAJ","799588559"
"1081","MN_PEACE","Peace and Conflict Studies","MIN","799588559"
"1101","BS_BIOCHEM","Biochemistry","MAJ","799608607"
"1101","DM_BIOLOGY","Biology","MAJ","799608607"
"1101","MS_BIOC_C","BS/MS Biochemistry Program","MAJ","799608607"
"1101","MN_EA_ASIA","East Asian Studies","MIN","799608607"
"1143","BA_POLITIC","Politics","MAJ","799621956"
"1143","DM_INDEPEN","Independent Interdisc Studies","MAJ","799621956"
"1143","MN_HISTORY","History","MIN","799621956"
"1111","BA_PSYCHOL","Psychology","MAJ","799637361"
"1111","MN_WOMENS","Women's/Gender/Sexuality Stds.","MIN","799637361"
"1091","BA_SOCIOLO","Sociology","MAJ","799816671"
"1091","MN_WOMENS","Women's/Gender/Sexuality Stds.","MIN","799816671"
"1151","BA_PSYCHOL","Psychology","MAJ","800096194"
"1151","MN_HISP","Hispanic Studies","MIN","800096194"
"1151","MN_HSSP","Health: Science, Society & Pol","MIN","800096194"
"1143","BA_EA_ASIA","East Asian Studies","MAJ","800228095"
"1143","DM_HSSP","Health: Science, Society & Pol","MAJ","800228095"
"1143","DM_PSYCHOL","Psychology","MAJ","800228095"
"1133","BA_ITALIAN","Italian Studies","MAJ","800396506"
"1133","MN_MUSIC","Music","MIN","800396506"
"1111","BA_ECONOMS","Economics","MAJ","800396852"
"1111","MN_BUSINES","Business","MIN","800396852"
"1141","BA_INT_GLB","International & Global Studies","MAJ","800712383"
"1141","MN_ITALIAN","Italian Studies","MIN","800712383"
"1141","MN_LAT_AMR","Latin American and Latino Stds","MIN","800712383"
"1151","BA_PSYCHOL","Psychology","MAJ","801137676"
"1151","MN_ENGL_AM","English","MIN","801137676"
"1111","BA_ECONOMS","Economics","MAJ","801341659"
"1111","MN_MATHMAT","Mathematics","MIN","801341659"
"1091","BA_NEURSCI","Neuroscience","MAJ","801371166"
"1091","DM_PSYCHOL","Psychology","MAJ","801371166"
"1091","MN_ART_HST","Art History","MIN","801371166"
"1121","BA_ENGLISH","English","MAJ","801422203"
"1121","DM_WMNS","Women's/Gender/Sexuality Stds.","MAJ","801422203"
"1121","MN_HISTORY","History","MIN","801422203"
"1121","MN_SQS","Sexuality and Queer Studies","MIN","801422203"
"1151","BS_HSSP","Health: Science, Society & Pol","MAJ","801436213"
"1151","DM_BIOLOGY","Biology","MAJ","801436213"
"1121","BA_HISTORY","History","MAJ","801942609"
"1121","DM_INT_GLB","International & Global Studies","MAJ","801942609"
"1121","MN_POLITIC","Politics","MIN","801942609"
"1141","BA_ECONOMS","Economics","MAJ","801984554"
"1141","DM_BUSINES","Business","MAJ","801984554"
"1141","MN_ENVIRON","Environmental Studies","MIN","801984554"
"1141","MN_INT_GLB","International & Global Studies","MIN","801984554"
"1131","BA_PSYCHOL","Psychology","MAJ","802234598"
"1151","BS_BIOCHEM","Biochemistry","MAJ","802283691"
"1151","DM_BIOLOGY","Biology","MAJ","802283691"
"1151","DM_HSSP","Health: Science, Society & Pol","MAJ","802283691"
"1151","MN_LEGAL","Legal Studies","MIN","802283691"
"1151","MN_SOJ_SOP","Social Justice & Social Policy","MIN","802283691"
"1111","BA_HISTORY","History","MAJ","802382927"
"1111","MN_AF_AFAM","African/Afro-American Studies","MIN","802382927"
"1151","BS_BIOCHEM","Biochemistry","MAJ","802569287"
"1151","DM_BIOLOGY","Biology","MAJ","802569287"
"1151","MN_CHEMIST","Chemistry","MIN","802569287"
"1151","MN_MUSIC","Music","MIN","802569287"
"1151","BA_PSYCHOL","Psychology","MAJ","802588897"
"1151","MN_EDUCATN","Education","MIN","802588897"
"1091","BS_HSSP","Health: Science, Society & Pol","MAJ","802683741"
"1091","MN_ART_HST","Art History","MIN","802683741"
"1151","BA_HISTORY","History","MAJ","802815406"
"1151","DM_EA_ASIA","East Asian Studies","MAJ","802815406"
"1081","BS_BIOCHEM","Biochemistry","MAJ","802988084"
"1081","DM_BIOLOGY","Biology","MAJ","802988084"
"1081","MS_BIOC_C","BS/MS Biochemistry Program","MAJ","802988084"
"1081","MN_CHEMIST","Chemistry","MIN","802988084"
"1081","MN_PHILOSO","Philosophy","MIN","802988084"
"1091","BS_BIOLOGY","Biology","MAJ","803075709"
"1091","MN_CHEMIST","Chemistry","MIN","803075709"
"1091","MN_HSSP","Health: Science, Society & Pol","MIN","803075709"
"1141","BA_ECONOMS","Economics","MAJ","803121123"
"1141","DM_BUSINES","Business","MAJ","803121123"
"1141","BA_ENGLISH","English","MAJ","803202464"
"1141","DM_CRE_WRT","Creative Writing","MAJ","803202464"
"1141","DM_HISTORY","History","MAJ","803202464"
"1101","BA_EUR_CUL","European Cultural Studies","MAJ","803230634"
"1101","DM_HISTORY","History","MAJ","803230634"
"1141","BA_EA_ASIA","East Asian Studies","MAJ","803490010"
"1081","BS_BIOCHEM","Biochemistry","MAJ","803525311"
"1081","DM_BIOLOGY","Biology","MAJ","803525311"
"1131","BA_LIN_COG","Language and Linguistics","MAJ","803630495"
"1131","MN_EA_ASIA","East Asian Studies","MIN","803630495"
"1131","MN_IS_MDES","Islamic & Middle Eastern Stds","MIN","803630495"
"1131","BA_HSSP","Health: Science, Society & Pol","MAJ","803809477"
"1131","DM_ANTHROP","Anthropology","MAJ","803809477"
"1091","BA_INT_GLB","International & Global Studies","MAJ","803946286"
"1091","DM_POLITIC","Politics","MAJ","803946286"
"1131","BA_INT_GLB","International & Global Studies","MAJ","803961304"
"1093","BA_ISLAMIC","Islamic & Middle Eastern Stds","MAJ","804389410"
"1093","DM_INT_GLB","International & Global Studies","MAJ","804389410"
"1093","MN_ANTHROP","Anthropology","MIN","804389410"
"1093","MN_POLITIC","Politics","MIN","804389410"
"1131","BA_PSYCHOL","Psychology","MAJ","804416687"
"1131","MN_THE_ART","Theater Arts","MIN","804416687"
"1151","BA_ECONOMS","Economics","MAJ","804545264"
"1151","DM_BUSINES","Business","MAJ","804545264"
"1141","BA_SOCIOLO","Sociology","MAJ","804708106"
"1141","MN_HB_LNLT","Hebrew Language and Literature","MIN","804708106"
"1141","MN_NE_JUDA","Near Eastern & Judaic Studies","MIN","804708106"
"1141","MN_SOJ_SOP","Social Justice & Social Policy","MIN","804708106"
"1121","BA_HSSP","Health: Science, Society & Pol","MAJ","804881619"
"1121","MN_ANTHROP","Anthropology","MIN","804881619"
"1092","BA_HSSP","Health: Science, Society & Pol","MAJ","804923556"
"1092","DM_AMER_ST","American Studies","MAJ","804923556"
"1121","BA_INT_GLB","International & Global Studies","MAJ","805166599"
"1121","DM_EDUCST","Education Studies","MAJ","805166599"
"1121","MN_NE_JUDA","Near Eastern & Judaic Studies","MIN","805166599"
"1101","BA_PSYCHOL","Psychology","MAJ","805294271"
"1143","BA_HISTORY","History","MAJ","805496686"
"1143","MN_MED_REN","Medieval & Renaissance Studies","MIN","805496686"
"1143","MN_NE_JUDA","Near Eastern & Judaic Studies","MIN","805496686"
"1133","BA_ART_HST","Art History","MAJ","805569323"
"1133","DM_ECONOMS","Economics","MAJ","805569323"
"1133","MN_FILM_ST","Film/Television/InteractvMedia","MIN","805569323"
"1101","BA_PSYCHOL","Psychology","MAJ","806044221"
"1101","DM_SOCIOLO","Sociology","MAJ","806044221"
"1131","BA_ANTHROP","Anthropology","MAJ","806056193"
"1131","DM_MUSIC","Music","MAJ","806056193"
"1111","BA_ENGLISH","English","MAJ","806326386"
"1111","MN_EDUCATN","Education","MIN","806326386"
"1111","MN_THE_ART","Theater Arts","MIN","806326386"
"1121","BA_PHILOSP","Philosophy","MAJ","806550415"
"1121","MN_CRE_WRT","Creative Writing","MIN","806550415"
"1101","BA_ECONOMS","Economics","MAJ","806632183"
"1101","DM_HSSP","Health: Science, Society & Pol","MAJ","806632183"
"1101","MN_BUSINES","Business","MIN","806632183"
"1111","BS_BIOLOGY","Biology","MAJ","807054902"
"1111","DM_CHEMIST","Chemistry","MAJ","807054902"
"1131","BA_ECONOMS","Economics","MAJ","807119020"
"1131","DM_INT_GLB","International & Global Studies","MAJ","807119020"
"1131","MN_ART_HST","Art History","MIN","807119020"
"1081","BA_POLITIC","Politics","MAJ","807215760"
"1132","BA_ECONOMS","Economics","MAJ","807516821"
"1111","BA_FRENCH","French & Francophone Studies","MAJ","807591749"
"1111","DM_ANTHROP","Anthropology","MAJ","807591749"
"1111","DM_LIN_COG","Language and Linguistics","MAJ","807591749"
"1081","BA_PSYCHOL","Psychology","MAJ","807790562"
"1081","MN_WOMENS","Women's/Gender/Sexuality Stds.","MIN","807790562"
"1103","BA_INDEPEN","Independent Interdisc Studies","MAJ","807821527"
"1103","DM_FRENCH","French & Francophone Studies","MAJ","807821527"
"1101","BA_THEATER","Theater Arts","MAJ","807922634"
"1101","DM_HISTORY","History","MAJ","807922634"
"1121","BA_ENGLISH","English","MAJ","808123356"
"1121","DM_CRE_WRT","Creative Writing","MAJ","808123356"
"1131","BS_BIOLOGY","Biology","MAJ","808140351"
"1131","MN_EA_ASIA","East Asian Studies","MIN","808140351"
"1131","MN_HSSP","Health: Science, Society & Pol","MIN","808140351"
"1111","BA_ECONOMS","Economics","MAJ","808159180"
"1131","BS_BIOLOGY","Biology","MAJ","808242009"
"1131","MN_CHEMIST","Chemistry","MIN","808242009"
"1131","MN_HSSP","Health: Science, Society & Pol","MIN","808242009"
"1132","BA_POLITIC","Politics","MAJ","808924023"
"1132","MN_LEGAL","Legal Studies","MIN","808924023"
"1121","BA_STU_ART","Studio Art","MAJ","808991656"
"1121","DM_FRENCH","French & Francophone Studies","MAJ","808991656"
"1091","BS_BIOLOGY","Biology","MAJ","809221038"
"1091","DM_ANTHROP","Anthropology","MAJ","809221038"
"1132","BA_PHILOSP","Philosophy","MAJ","809337102"
"1132","MN_POLITIC","Politics","MIN","809337102"
"1081","BS_BIOLOGY","Biology","MAJ","809447412"
"1081","DM_STU_ART","Studio Art","MAJ","809447412"
"1082","BA_ECONOMS","Economics","MAJ","809479252"
"1082","MN_EA_ASIA","East Asian Studies","MIN","809479252"
"1121","BA_SOCIOLO","Sociology","MAJ","809530439"
"1121","MN_HSSP","Health: Science, Society & Pol","MIN","809530439"
"1121","MN_WOMENS","Women's/Gender/Sexuality Stds.","MIN","809530439"
"1131","BA_THEATER","Theater Arts","MAJ","809590335"
"1131","MN_BUSINES","Business","MIN","809590335"
"1131","MN_HISTORY","History","MIN","809590335"
"1141","BA_STU_ART","Studio Art","MAJ","809656202"
"1141","DM_ANTHROP","Anthropology","MAJ","809656202"
"1131","BA_HSSP","Health: Science, Society & Pol","MAJ","809916670"
"1131","MN_ECONOMC","Economics","MIN","809916670"
"1131","MN_INT_GLB","International & Global Studies","MIN","809916670"
"1131","BA_ECONOMS","Economics","MAJ","810140643"
"1131","DM_INT_GLB","International & Global Studies","MAJ","810140643"
"1131","BS_HSSP","Health: Science, Society & Pol","MAJ","810160092"
"1131","DM_BIOLOGY","Biology","MAJ","810160092"
"1081","BA_AMER_ST","American Studies","MAJ","810267104"
"1081","DM_HISTORY","History","MAJ","810267104"
"1111","BA_HISTORY","History","MAJ","810531658"
"1111","DM_INT_GLB","International & Global Studies","MAJ","810531658"
"1073","BA_ENGLISH","English","MAJ","810605122"
"1141","BS_HSSP","Health: Science, Society & Pol","MAJ","810624756"
"1141","DM_BIOLOGY","Biology","MAJ","810624756"
"1141","BA_ECONOMS","Economics","MAJ","810855157"
"1141","MN_INT_GLB","International & Global Studies","MIN","810855157"
"1151","BS_BIOCHEM","Biochemistry","MAJ","810933438"
"1151","DM_CHEMIST","Chemistry","MAJ","810933438"
"1111","BA_PHILOSP","Philosophy","MAJ","811501641"
"1111","MN_HISP","Hispanic Studies","MIN","811501641"
"1133","BA_ENGLISH","English","MAJ","811603285"
"1133","MN_CMP_SCI","Computer Science","MIN","811603285"
"1101","BA_ECONOMS","Economics","MAJ","811692175"
"1101","MN_BUSINES","Business","MIN","811692175"
"1081","BS_BIOLOGY","Biology","MAJ","812010205"
"1151","BA_BUSINES","Business","MAJ","812115672"
"1151","MN_CLAS_ST","Classical Studies","MIN","812115672"
"1151","MN_MUSIC","Music","MIN","812115672"
"1121","BA_SOCIOLO","Sociology","MAJ","812179693"
"1121","MN_SOJ_SOP","Social Justice & Social Policy","MIN","812179693"
"1111","BA_POLITIC","Politics","MAJ","812341584"
"1111","DM_ENVIRON","Environmental Studies","MAJ","812341584"
"1151","BA_ECONOMS","Economics","MAJ","812430244"
"1091","BA_HISTORY","History","MAJ","812582769"
"1091","MN_NE_JUDA","Near Eastern & Judaic Studies","MIN","812582769"
"1093","BA_INT_GLB","International & Global Studies","MAJ","812709273"
"1093","DM_ISLAMIC","Islamic & Middle Eastern Stds","MAJ","812709273"
"1093","MN_NE_JUDA","Near Eastern & Judaic Studies","MIN","812709273"
"1121","BA_PHILOSP","Philosophy","MAJ","812790741"
"1121","MN_LEGAL","Legal Studies","MIN","812790741"
"1121","MN_POLITIC","Politics","MIN","812790741"
"1111","BA_ANTHROP","Anthropology","MAJ","812843159"
"1111","DM_INT_GLB","International & Global Studies","MAJ","812843159"
"1111","BA_ECONOMS","Economics","MAJ","812950721"
"1111","DM_BUSINES","Business","MAJ","812950721"
"1143","BA_ENGLISH","English","MAJ","813429068"
"1143","DM_POLITIC","Politics","MAJ","813429068"
"1143","MN_LEGAL","Legal Studies","MIN","813429068"
"1101","BA_HSSP","Health: Science, Society & Pol","MAJ","813433857"
"1101","MN_JOURNAL","Journalism","MIN","813433857"
"1141","BA_HISTORY","History","MAJ","813480911"
"1141","DM_POLITIC","Politics","MAJ","813480911"
"1141","MN_INT_GLB","International & Global Studies","MIN","813480911"
"1141","MN_LEGAL","Legal Studies","MIN","813480911"
"1081","BS_BIOLOGY","Biology","MAJ","813487818"
"1081","DM_ECONOMS","Economics","MAJ","813487818"
"1151","BA_AMER_ST","American Studies","MAJ","813723243"
"1101","BA_HISTORY","History","MAJ","813788637"
"1101","DM_ISLAMIC","Islamic & Middle Eastern Stds","MAJ","813788637"
"1101","MN_EDUCATN","Education","MIN","813788637"
"1101","MN_MED_REN","Medieval & Renaissance Studies","MIN","813788637"
"1081","BA_EUR_CUL","European Cultural Studies","MAJ","813866252"
"1081","DM_GERMAN","German Studies","MAJ","813866252"
"1081","MN_ENGL_AM","English","MIN","813866252"
"1091","BA_ANTHROP","Anthropology","MAJ","814093915"
"1091","DM_CLASSIC","Classical Studies","MAJ","814093915"
"1101","BA_POLITIC","Politics","MAJ","814639173"
"1101","DM_FRENCH","French & Francophone Studies","MAJ","814639173"
"1121","BA_INT_GLB","International & Global Studies","MAJ","814646405"
"1121","MN_IS_MDES","Islamic & Middle Eastern Stds","MIN","814646405"
"1121","MN_WOMENS","Women's/Gender/Sexuality Stds.","MIN","814646405"
"1133","BA_ANTHROP","Anthropology","MAJ","814885159"
"1133","MN_INT_GLB","International & Global Studies","MIN","814885159"
"1091","BA_MATHEMT","Mathematics","MAJ","814905728"
"1091","DM_ECONOMS","Economics","MAJ","814905728"
"1091","MN_LEGAL","Legal Studies","MIN","814905728"
"1091","BA_HISTORY","History","MAJ","814997023"
"1091","MN_LEGAL","Legal Studies","MIN","814997023"
"1091","MN_NE_JUDA","Near Eastern & Judaic Studies","MIN","814997023"
"1091","BA_POLITIC","Politics","MAJ","815746888"
"1091","DM_EA_ASIA","East Asian Studies","MAJ","815746888"
"1101","BA_PHILOSP","Philosophy","MAJ","815765497"
"1121","BA_INT_GLB","International & Global Studies","MAJ","815785738"
"1121","DM_HISP","Hispanic Studies","MAJ","815785738"
"1132","BA_SOCIOLO","Sociology","MAJ","815878126"
"1111","BA_ENVIRON","Environmental Studies","MAJ","816129546"
"1123","BA_THEATER","Theater Arts","MAJ","816131982"
"1123","DM_HISTORY","History","MAJ","816131982"
"1121","BA_MATHEMT","Mathematics","MAJ","816223666"
"1121","DM_ECONOMS","Economics","MAJ","816223666"
"1121","MN_CMP_SCI","Computer Science","MIN","816223666"
"1121","MN_INT_GLB","International & Global Studies","MIN","816223666"
"1131","BA_ECONOMS","Economics","MAJ","816387171"
"1131","DM_MATHEMT","Mathematics","MAJ","816387171"
"1133","BA_LIN_COG","Language and Linguistics","MAJ","816462787"
"1133","DM_ANTHROP","Anthropology","MAJ","816462787"
"1133","MN_NE_JUDA","Near Eastern & Judaic Studies","MIN","816462787"
"1091","BA_PSYCHOL","Psychology","MAJ","817839909"
"1091","MN_PHILOSO","Philosophy","MIN","817839909"
"1111","BS_BIOLOGY","Biology","MAJ","817904831"
"1141","BS_BIOLOGY","Biology","MAJ","818026402"
"1141","DM_HSSP","Health: Science, Society & Pol","MAJ","818026402"
"1141","MN_CHEMIST","Chemistry","MIN","818026402"
"1091","BS_BIOLOGY","Biology","MAJ","818129071"
"1091","DM_ECONOMS","Economics","MAJ","818129071"
"1091","MN_BUSINES","Business","MIN","818129071"
"1141","BA_HSSP","Health: Science, Society & Pol","MAJ","818157215"
"1141","MN_ANTHROP","Anthropology","MIN","818157215"
"1121","BA_SOCIOLO","Sociology","MAJ","818326827"
"1121","MN_SOJ_SOP","Social Justice & Social Policy","MIN","818326827"
"1121","MN_WOMENS","Women's/Gender/Sexuality Stds.","MIN","818326827"
"1073","BA_HSSP","Health: Science, Society & Pol","MAJ","818572164"
"1141","BA_INT_GLB","International & Global Studies","MAJ","818737725"
"1141","MN_ECONOMC","Economics","MIN","818737725"
"1141","MN_HISP","Hispanic Studies","MIN","818737725"
"1072","BA_HSSP","Health: Science, Society & Pol","MAJ","818749889"
"1151","BA_PSYCHOL","Psychology","MAJ","818749913"
"1151","DM_ANTHROP","Anthropology","MAJ","818749913"
"1091","BA_POLITIC","Politics","MAJ","818797820"
"1091","DM_ECONOMS","Economics","MAJ","818797820"
"1091","MN_FR_LNLT","French & Francophone Studies","MIN","818797820"
"1101","BA_INDEPEN","Independent Interdisc Studies","MAJ","818815322"
"1101","DM_HSSP","Health: Science, Society & Pol","MAJ","818815322"
"1111","BA_BUSINES","Business","MAJ","819114656"
"1111","MN_INT_GLB","International & Global Studies","MIN","819114656"
"1081","BA_MUSIC","Music","MAJ","819120544"
"1081","DM_PSYCHOL","Psychology","MAJ","819120544"
"1151","BA_HISTORY","History","MAJ","819258263"
"1101","BA_HSSP","Health: Science, Society & Pol","MAJ","819560274"
"1151","BA_MATHEMT","Mathematics","MAJ","819669431"
"1151","MN_EDUCATN","Education","MIN","819669431"
"1151","MN_THE_ART","Theater Arts","MIN","819669431"
"1091","BA_ECONOMS","Economics","MAJ","819704769"
"1091","BA_POLITIC","Politics","MAJ","819802167"
"1091","MN_PEACE","Peace and Conflict Studies","MIN","819802167"
"1091","MN_PHILOSO","Philosophy","MIN","819802167"
"1103","BA_HSSP","Health: Science, Society & Pol","MAJ","820083733"
"1081","BA_ECONOMS","Economics","MAJ","820210197"
"1081","MN_BUSINES","Business","MIN","820210197"
"1151","BA_SOCIOLO","Sociology","MAJ","820309503"
"1151","DM_HISTORY","History","MAJ","820309503"
"1131","BA_ECONOMS","Economics","MAJ","820395633"
